annotation_id	assembly_accession	species	lineage	busco_count	complete	single	duplicated	fragmented	missing	Well_annotated	Upstream	Downstream	Skipped	Out_of_frame
056c27b061369c36b848fbaad9890140	GCF_000455745.1	NA	eukaryota_odb12	129	94.6	94.6	0.0	5.4	0.0	23	0	1	0	0	
0eff61928892b2e676ff92ef7ffffb6a	GCA_936440205.1	Lepidonotus_clava	eukaryota_odb12	129	96.1	96.1	0.0	2.3	1.6	0	1	12	6	0	
1379f5ae43fd93acfe4aabd27bc5c302	GCA_036250125.1	Pseudopipra_pipra	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	0	11	7	10	1	
057177c3648598c7b2c46e7ed8252f2b	GCA_905333015.3	Bombus_campestris	eukaryota_odb12	129	94.6	93.0	1.6	3.9	1.6	0	0	1	0	0	
0effc1dc55a33ca3a096d073adf59f23	GCF_024542735.1	NA	eukaryota_odb12	129	98.4	97.7	0.8	0.0	1.6	1	0	0	0	0	
00c5e543789f0281a6107938e1be575e	GCF_010614865.2	NA	eukaryota_odb12	129	81.4	81.4	0.0	15.5	3.1	5	0	1	0	0	
0a5562801b987c558946008121a7aa72	GCA_004026145.2	Takifugu_bimaculatus	eukaryota_odb12	129	86.8	82.9	3.9	3.9	9.3	2	4	6	32	0	
0f0b3e4e17f044d58c93c39268d7fa9b	GCF_011004845.1	NA	eukaryota_odb12	129	100.0	97.7	2.3	0.0	0.0	40	0	2	0	0	
00c8c3e43581d861a9487e3251e6361c	GCF_014858855.1	NA	eukaryota_odb12	129	95.3	92.2	3.1	2.3	2.3	16	0	0	0	0	
0f0eb7b833a43a654c2ef1d90550ffe7	GCA_949752695.1	Melanostoma_scalare	eukaryota_odb12	129	97.7	96.1	1.6	0.8	1.6	0	0	2	0	0	
00cdd14af913a2d2901ab41309320212	GCF_036169615.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	27	0	0	1	0	
0579eef8ed13d2ebde615463a7d3e6ab	GCA_036784965.1	Salvelinus_alpinus_oquassa	eukaryota_odb12	129	91.5	62.0	29.5	1.6	7.0	3	8	20	14	0	
00d5fd3f7d747421c8ca163d08b87383	GCF_029207755.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8	27	0	0	0	0	
0a67065d479aa07de1d5aa99fce22f6c	GCA_963422695.1	Xylophagus_ater	eukaryota_odb12	129	97.7	94.6	3.1	2.3	0.0	0	0	1	0	0	
00da94e324ece15d31b1bf6790b8dec8	GCA_004006655.3	Ictalurus_punctatus	eukaryota_odb12	129	95.3	86.8	8.5	1.6	3.1	1	4	15	42	3	
0a673b45d3cf8dd7fde58b75bb4e5f30	GCA_013396505.1	NA	eukaryota_odb12	129	86.0	86.0	0.0	10.1	3.9	0	3	8	2	1	
0a67e9d22f5d98f5eed335ec6bc5b447	GCA_042027105.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
04d97252f170417421f3e8f605996537	GCA_013401065.1	NA	eukaryota_odb12	129	89.1	88.4	0.8	7.8	3.1	2	2	10	2	1	
00eae023b1a6f55abb63f4632e2ab03f	GCA_964291765.2	Carabus_banonii	eukaryota_odb12	129	93.8	93.0	0.8	3.1	3.1	0	0	0	0	1	
00edd4563947b2e61c5a5b4df43a5ee6	GCF_004354835.1	NA	eukaryota_odb12	129	97.7	96.9	0.8	0.8	1.6	37	1	1	0	1	
05839a52fa9f1233537d3085fe671f9c	GCF_015220805.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8	21	0	0	0	0	
0a865723a2345912ebfb8b18a61ed20c	GCA_027604505.1	NA	eukaryota_odb12	129	62.0	61.2	0.8	23.3	14.7	0	0	0	1	0	
0f262cfe7543866e52db2d843052e91f	GCF_947563725.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	12	0	3	0	0	
0586b6e8f4ceab60ce5960eaefcd5168	GCA_965196945.1	Stelletta_raphidiophora	eukaryota_odb12	129	94.6	93.8	0.8	1.6	3.9	0	4	3	5	0	
13b7a28b322e59d879791e8e71569a4b	GCA_013399635.1	NA	eukaryota_odb12	129	83.7	83.7	0.0	11.6	4.7	1	1	8	2	0	
059918855e50bb0bee7b98049d20b0db	GCA_963989375.1	Cerastoderma_edule	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	0	0	13	7	0	
0101a4148c6ee1003a0f29f6d4f5c9c7	GCA_046129655.1	NA	eukaryota_odb12	129	100.0	96.9	3.1	0.0	0.0	22	2	0	0	0	
05b820d130cc7ff4c402d6c093456f83	GCF_954871325.1	NA	eukaryota_odb12	129	89.1	87.6	1.6	9.3	1.6	4	0	2	0	0	
010e6bb22c80b6581e5f007f99af0f92	GCF_002078875.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	19	1	0	0	0	
05c60a303cae45903e1505daa1cc172e	GCA_013400315.1	NA	eukaryota_odb12	129	85.3	85.3	0.0	8.5	6.2	1	2	10	2	1	
0f502483e015ead10ea4ab3d9a139d83	GCA_018503245.2	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	91	33	7	4	12	
13d5b22b9a1dc07df0b8d99626a9bac3	GCA_007364275.2	Archocentrus_centrarchus	eukaryota_odb12	129	96.9	96.1	0.8	2.3	0.8	2	11	21	14	0	
09a6e6285fc1e6f7de74f59d1b6c503e	GCA_900634415.1	Cottoperca_gobio	eukaryota_odb12	129	86.8	86.0	0.8	3.1	10.1	0	11	17	15	0	
0e4c76f735f3c78d8148fa18f743af54	GCA_932273785.1	Protocalliphora_azurea	eukaryota_odb12	129	95.3	95.3	0.0	2.3	2.3	0	0	2	0	0	
0f5808521f4f62415ea1d7b6b7e8cd1b	GCA_932526435.1	Rhingia_campestris	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	0	0	2	1	0	
13e3f5ce519a6a691e07bf7c0c52c36b	GCA_045524515.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	
05dc820dc27b03fd5eca43909375db76	GCA_963264785.1	Psittacula_echo	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8	0	18	5	8	4	
0aba736888b3110fa0a1e5150e167945	GCA_014737475.1	Bombus_confusus	eukaryota_odb12	129	97.7	95.3	2.3	1.6	0.8	0	0	0	2	0	
13eb091f0ad53e288a0ec5e315de9d28	GCA_042077475.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
0121b6308c9e80c2484ad53da31480d7	GCA_012295145.1	Chrysaora_quinquecirrha	eukaryota_odb12	129	76.0	62.8	13.2	15.5	8.5	0	0	14	9	0	
0128067bc206afd40ca6c6c8ccf758c4	GCF_943734725.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8	2	0	0	0	0	
05ef1c2160e80f6688647be72784d5aa	GCA_019447015.1	NA	eukaryota_odb12	129	89.1	87.6	1.6	7.8	3.1	0	2	4	9	0	
0ac229c1e06bfdac496d4b4f5496c1bd	GCA_044166635.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
060672520123c7b312023f6844e1c513	GCA_963681875.1	NA	eukaryota_odb12	129	95.3	94.6	0.8	2.3	2.3	0	0	1	1	1	
0ac37dff88250e815691e747c15ddf10	GCA_000687475.2	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	0	0	0	0	1	
0f7a36543ce2b869599a8d872597f41d	GCF_963692335.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0	41	2	1	0	0	
013e6f030483578407fb2bd18e76ab80	GCA_964264905.1	Phakellia_robusta	eukaryota_odb12	129	77.5	74.4	3.1	13.2	9.3	0	2	9	6	1	
06250899eec48f999b8160dc16c6e63e	GCA_013401215.1	NA	eukaryota_odb12	129	51.2	49.6	1.6	31.0	17.8	1	1	8	1	1	
062a077c7c6e9ab51a377f1e23f04baf	GCA_013389825.1	NA	eukaryota_odb12	129	76.7	76.7	0.0	15.5	7.8	1	1	7	2	1	
0acdc576b5c527a79e937c2fb2846118	GCA_910591665.1	Ectemnius_continuus	eukaryota_odb12	129	93.8	93.0	0.8	3.9	2.3	0	0	1	1	0	
0f8022fd5f37600b504571414cde5b39	GCA_024516145.1	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	0	0	0	1	0	
13fbf2fad33ec6535be3072842212f49	GCA_042076735.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
04e226c739b3e15cc6984bf2e0aa1210	GCA_948470475.1	Galaxea_fascicularis	eukaryota_odb12	129	87.6	0.0	87.6	9.3	3.1	0	0	22	16	0	
0e4df02f50dbc26c33f326c5bab761db	GCF_903995435.1	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	21	0	0	1	0	
0f86ba2b535731f3404ae1f10cef2fd9	GCF_016161935.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	31	0	0	1	1	
014967990e91337a4fe4782761827c95	GCA_905331495.1	NA	eukaryota_odb12	129	99.2	86.8	12.4	0.0	0.8	0	0	7	6	1	
0ad72129210bdd4c17f9d8393bc26397	GCF_028554725.1	NA	eukaryota_odb12	129	96.9	96.1	0.8	0.8	2.3	3	0	0	0	0	
14072b5214d7c594ed4696f5031ceb18	GCA_951509635.1	Eupeodes_luniger	eukaryota_odb12	129	97.7	96.1	1.6	1.6	0.8	0	0	2	0	0	
0ae17a51d64a59a8b5e9b467c86df57c	GCA_000001405.29	Homo_sapiens	eukaryota_odb12	129	96.9	93.8	3.1	3.1	0.0	84	25	8	4	11	
0f93b989e38e17099472be78cfc5167d	GCA_046629265.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	91	33	7	4	12	
0158d1f8ac6036d27769ed51447d962a	GCA_963678975.2	Dysidea_avara	eukaryota_odb12	129	93.8	93.0	0.8	6.2	0.0	0	2	7	5	0	
0ae40a91118616056a9b45d945ccd9b5	GCF_036426115.1	NA	eukaryota_odb12	129	96.1	95.3	0.8	3.1	0.8	0	1	0	0	0	
0ae9d6574cdd9aa75190f0be8c10eb18	GCA_036924085.1	Ariolimax_columbianus	eukaryota_odb12	129	91.5	90.7	0.8	3.9	4.7	0	4	6	5	0	
06616852c3a497677e4b1603286417a8	GCF_022539635.2	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	1	0	1	1	0	
1417535f1b373798efdaaaec50106265	GCA_026652205.1	NA	eukaryota_odb12	129	84.5	79.8	4.7	10.9	4.7	0	1	5	8	0	
01607ad536f4db540f3e8f74f70ca3e7	GCA_042028845.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
0661df5de4e1b96bddb1c3301568f795	GCA_963082655.1	Stomoxys_calcitrans	eukaryota_odb12	129	94.6	94.6	0.0	3.1	2.3	0	0	1	1	0	
0af5377b5b00938cd8d0f31e367f6fa0	GCA_040144375.1	NA	eukaryota_odb12	129	69.0	51.9	17.1	12.4	18.6	0	0	2	1	0	
0af987b0e5930c1777abe9d354a774c4	GCA_021223725.1	NA	eukaryota_odb12	129	93.8	93.8	0.0	1.6	4.7	0	0	1	0	0	
0fa6874b2cd29832be7b9b3e1ab038e6	GCF_017916305.1	NA	eukaryota_odb12	129	53.5	52.7	0.8	14.0	32.6	0	0	1	0	0	
0afc971ee7ddbdaa4fd90286a7259945	GCA_049901635.1	NA	eukaryota_odb12	129	76.7	72.9	3.9	19.4	3.9	0	7	4	5	2	
1422eb8db917f42919cc40ce36d62a6a	GCF_028453695.1	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.0	0.8	1	0	0	0	0	
0fad12776feb5dced91e5e6e1a93cb13	GCF_963921805.1	NA	eukaryota_odb12	129	100.0	98.4	1.6	0.0	0.0	23	0	0	0	1	
09a8639c49f4c10a5ceee02e0a8a6ae8	GCF_904848185.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	47	1	0	0	0	
0169542c2659a9ca136a6314a6bcaa35	GCA_023333565.1	Puffinus_mauretanicus	eukaryota_odb12	129	96.9	96.1	0.8	0.8	2.3	0	10	5	10	0	
067bf128e19a56ea85a77cd17814cbe0	GCA_010085365.1	Eudyptes_filholi	eukaryota_odb12	129	92.2	92.2	0.0	5.4	2.3	0	7	5	6	2	
0b10e28b9c3e6619323b1c85b5fc717d	GCF_016746365.2	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.0	0.8	2	0	0	0	0	
0fc356683eda4dd55188c5a24d193f5b	GCA_016097555.1	Gigantopelta_aegis	eukaryota_odb12	129	95.3	94.6	0.8	4.7	0.0	0	0	20	11	1	
017478654502a82be0d765c615d12bc3	GCA_934046635.1	Buathra_laborator	eukaryota_odb12	129	96.9	96.1	0.8	1.6	1.6	0	0	1	1	0	
14366e66a8863adaafaa9a6a384af474	GCF_046562885.1	NA	eukaryota_odb12	129	97.7	96.9	0.8	0.8	1.6	25	1	0	1	3	
01748f3d98f141d9751f12aa23b70d47	GCF_010015895.1	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	20	7	0	0	2	
0fc5ac2754356a483536b7461204f679	GCF_007565055.1	NA	eukaryota_odb12	129	97.7	94.6	3.1	2.3	0.0	29	1	0	1	1	
068c6df735e9d303622af4e0c8961905	GCA_905250105.1	NA	eukaryota_odb12	129	96.9	94.6	2.3	2.3	0.8	0	0	2	2	2	
143a8a5236655914b31a5f0c7cb8a14c	GCA_041753875.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	41	0	0	0	0	
0b320d6695fa49f3aece6047fe0d9b15	GCA_036785375.1	Leucoraja_ocellata	eukaryota_odb12	129	92.2	61.2	31.0	5.4	2.3	0	14	15	13	0	
017a5ede338c68a065e5877e9f227c24	GCA_944470545.2	NA	eukaryota_odb12	129	69.0	68.2	0.8	20.2	10.9	0	1	1	3	0	
069376e1daf40a09fac8a99fbec56935	GCA_013397155.1	NA	eukaryota_odb12	129	81.4	79.8	1.6	12.4	6.2	3	2	11	0	1	
04f3f8da3a716983fb8a1a8cc7644229	GCA_000188695.1	NA	eukaryota_odb12	129	87.6	86.8	0.8	8.5	3.9	0	0	2	2	2	
09a9b630975fd530edf27fb7664422df	GCF_023375975.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	34	0	1	0	1	
069d59200db146dc5f12db806afd732d	GCF_046128005.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	30	1	0	0	0	
0b378f04c6e449a21c8be30fd126224c	GCF_000281045.1	NA	eukaryota_odb12	129	96.9	96.9	0.0	0.8	2.3	0	0	1	4	1	
0fdd22c8915e7c39000c744b6f165911	GCA_031216635.1	NA	eukaryota_odb12	129	83.7	79.8	3.9	12.4	3.9	0	1	11	11	2	
0fdf7dbb8cc20e9a6546035c472de8f8	GCA_964106805.1	Mysia_undata	eukaryota_odb12	129	94.6	93.8	0.8	4.7	0.8	0	4	13	10	1	
0b3e75aa1702633398472670150b0b7c	GCA_003999625.1	NA	eukaryota_odb12	129	87.6	86.0	1.6	4.7	7.8	0	1	12	4	7	
0fdf948f24d68a5fd706858fa95b4bd3	GCA_905331515.1	NA	eukaryota_odb12	129	90.7	82.9	7.8	7.8	1.6	0	0	6	3	1	
1445e2b9f09c020b81b228229d1ced17	GCA_946811695.1	Gonocerus_acuteangulatus	eukaryota_odb12	129	93.0	93.0	0.0	5.4	1.6	0	0	2	1	0	
0fe8adfdf81012c79b039bd69b5371cf	GCA_008787405.2	NA	eukaryota_odb12	129	91.5	87.6	3.9	7.8	0.8	0	3	1	17	0	
01832203a674036ac8a747bc83f211d2	GCA_022750525.1	NA	eukaryota_odb12	129	88.4	86.0	2.3	5.4	6.2	0	0	4	0	0	
0b597f07050b245efa6c3c622fb4f00a	GCA_000705375.2	NA	eukaryota_odb12	129	75.2	75.2	0.0	15.5	9.3	0	5	6	0	0	
01a0e764f1b309d1c70b9747f538abf4	GCA_023645855.1	NA	eukaryota_odb12	129	87.6	87.6	0.0	7.8	4.7	0	0	0	0	1	
0b6026862d5555da0b9abf58240a5818	GCA_964197845.1	Acaena_ovalifolia	eukaryota_odb12	129	98.4	9.3	89.1	0.8	0.8	0	3	0	0	0	
01a60c7fc3a00b12609ec675e5b95b16	GCA_905338385.1	NA	eukaryota_odb12	129	86.8	86.0	0.8	9.3	3.9	0	1	10	6	2	
06bc059628286135208328ca2d290e99	GCA_021223935.1	NA	eukaryota_odb12	129	90.7	90.7	0.0	3.1	6.2	0	0	1	0	0	
145bcf5b189fa9d9b6c7a59303960232	GCA_013389905.1	NA	eukaryota_odb12	129	57.4	57.4	0.0	27.1	15.5	2	3	7	0	1	
01a6b1573e208f1b2bd748c29ee0e253	GCF_008729295.1	NA	eukaryota_odb12	129	89.1	84.5	4.7	6.2	4.7	38	0	0	0	0	
01aaea1b9f36d1997b405850bbaf71a0	GCF_018350195.1	NA	eukaryota_odb12	129	98.4	94.6	3.9	0.8	0.8	29	1	0	0	2	
06c7f5a05a0cb1921931f92a5357b60f	GCA_905146935.1	Scaeva_pyrastri	eukaryota_odb12	129	96.9	96.9	0.0	0.8	2.3	0	0	1	1	0	
